txn_id,order_id,txn_ts,amount,currency,payment_method,status,decline_reason,psp_ref
340,312,2026-05-02 22:45:52,90.5,SGD,card_visa,declined,do_not_honour,psp_000340
341,313,2026-05-02 13:18:29,113.81,SGD,card_visa,approved,,psp_000341
342,314,2026-05-02 09:40:07,81.0,SGD,card_visa,approved,,psp_000342
343,315,2026-05-02 02:29:42,18.5,SGD,card_visa,approved,,psp_000343
344,316,2026-05-02 16:01:42,79.0,SGD,card_visa,declined,expired_card,psp_000344
345,317,2026-05-03 11:35:55,79.0,SGD,card_visa,approved,,psp_000345
346,318,2026-05-03 14:41:24,29.61,SGD,card_visa,approved,,psp_000346
347,319,2026-05-03 20:15:30,42.75,SGD,card_visa,approved,,psp_000347
348,320,2026-05-03 12:05:04,129.0,SGD,card_visa,approved,,psp_000348
349,321,2026-05-03 21:33:32,119.8,SGD,card_mastercard,approved,,psp_000349
350,322,2026-05-03 14:48:09,31.25,SGD,card_mastercard,approved,,psp_000350
351,323,2026-05-03 22:46:44,120.05,SGD,card_mastercard,approved,,psp_000351
352,324,2026-05-03 16:06:30,45.8,SGD,card_visa,approved,,psp_000352
353,325,2026-05-03 11:46:29,30.47,SGD,paynow,approved,,psp_000353
354,326,2026-05-03 00:47:31,75.05,SGD,paynow,approved,,psp_000354
355,327,2026-05-03 08:06:05,79.0,SGD,card_visa,approved,,psp_000355
356,328,2026-05-03 14:15:48,79.0,SGD,card_mastercard,approved,,psp_000356
357,329,2026-05-04 20:08:41,179.55,SGD,paynow,approved,,psp_000357
358,330,2026-05-04 18:20:14,525.4,SGD,grabpay,approved,,psp_000358
359,331,2026-05-04 20:19:57,45.8,SGD,card_mastercard,approved,,psp_000359
360,331,2026-05-10 20:19:57,-45.8,SGD,card_mastercard,refunded,,psp_000360
361,332,2026-05-04 20:13:22,107.9,SGD,card_amex,approved,,psp_000361
362,333,2026-05-04 09:29:44,253.63,SGD,card_mastercard,approved,,psp_000362
363,334,2026-05-05 15:53:21,45.0,SGD,card_visa,approved,,psp_000363
364,335,2026-05-05 11:10:04,396.5,SGD,bank_transfer,approved,,psp_000364
365,336,2026-05-05 10:06:14,79.0,SGD,card_mastercard,approved,,psp_000365
366,337,2026-05-05 22:06:50,45.0,SGD,card_mastercard,approved,,psp_000366
367,338,2026-05-05 21:13:43,118.4,SGD,paynow,approved,,psp_000367
368,339,2026-05-05 15:52:38,18.5,SGD,card_visa,approved,,psp_000368
369,340,2026-05-05 22:13:16,189.0,SGD,card_amex,approved,,psp_000369
370,341,2026-05-05 07:12:41,63.17,SGD,card_mastercard,approved,,psp_000370
371,342,2026-05-05 11:10:05,182.0,SGD,card_mastercard,approved,,psp_000371
372,343,2026-05-05 06:07:15,24.0,SGD,card_visa,approved,,psp_000372
373,344,2026-05-05 22:21:13,48.0,SGD,card_visa,approved,,psp_000373
374,345,2026-05-06 22:15:52,79.0,SGD,card_mastercard,approved,,psp_000374
375,345,2026-05-19 22:15:52,-79.0,SGD,card_mastercard,refunded,,psp_000375
376,346,2026-05-06 19:36:56,59.9,SGD,card_mastercard,approved,,psp_000376
377,347,2026-05-06 19:48:05,68.22,SGD,card_visa,approved,,psp_000377
378,348,2026-05-06 19:17:17,104.8,SGD,card_visa,approved,,psp_000378
379,349,2026-05-06 12:55:20,79.0,SGD,card_amex,approved,,psp_000379
380,350,2026-05-06 08:11:46,189.0,SGD,paynow,approved,,psp_000380
381,351,2026-05-06 13:51:20,75.05,SGD,card_visa,approved,,psp_000381
382,352,2026-05-06 22:02:23,53.82,SGD,card_visa,approved,,psp_000382
383,352,2026-05-18 22:02:23,-53.82,SGD,card_visa,refunded,,psp_000383
384,353,2026-05-06 15:47:06,129.0,SGD,card_visa,declined,3ds_failed,psp_000384
385,354,2026-05-06 11:26:30,45.0,SGD,card_visa,declined,insufficient_funds,psp_000385
386,355,2026-05-07 18:25:27,104.9,SGD,card_visa,approved,,psp_000386
387,356,2026-05-07 20:48:37,306.0,SGD,card_mastercard,approved,,psp_000387
388,357,2026-05-07 22:07:39,24.0,SGD,bank_transfer,approved,,psp_000388
389,358,2026-05-07 17:08:14,224.4,SGD,grabpay,approved,,psp_000389
390,359,2026-05-07 21:55:05,197.25,SGD,card_mastercard,approved,,psp_000390
391,360,2026-05-07 22:17:46,45.0,SGD,card_mastercard,approved,,psp_000391
392,360,2026-05-14 22:17:46,-45.0,SGD,card_mastercard,refunded,,psp_000392
393,361,2026-05-07 21:38:48,167.9,SGD,card_visa,approved,,psp_000393
394,362,2026-05-07 17:29:19,12.9,SGD,card_mastercard,approved,,psp_000394
395,363,2026-05-07 16:52:42,45.6,SGD,card_amex,approved,,psp_000395
396,364,2026-05-07 14:03:44,113.81,SGD,card_visa,approved,,psp_000396
397,365,2026-05-07 11:29:18,90.0,SGD,grabpay,approved,,psp_000397
398,366,2026-05-08 12:43:29,32.9,SGD,card_visa,approved,,psp_000398
399,367,2026-05-08 21:00:42,380.55,SGD,card_amex,declined,expired_card,psp_000399
400,367,2026-05-08 21:59:42,380.55,SGD,card_amex,approved,,psp_000400
401,368,2026-05-08 10:38:59,24.0,SGD,card_visa,approved,,psp_000401
402,368,2026-05-14 10:38:59,-24.0,SGD,card_visa,refunded,,psp_000402
403,369,2026-05-08 19:29:10,64.8,SGD,card_visa,approved,,psp_000403
404,370,2026-05-08 20:06:34,158.0,SGD,card_visa,approved,,psp_000404
405,371,2026-05-08 12:35:30,75.05,SGD,paynow,approved,,psp_000405
406,372,2026-05-09 11:09:31,129.0,SGD,card_amex,approved,,psp_000406
407,372,2026-05-11 11:09:31,-129.0,SGD,card_amex,refunded,,psp_000407
408,373,2026-05-09 12:57:36,119.8,SGD,card_visa,approved,,psp_000408
409,374,2026-05-09 21:48:28,313.5,SGD,card_mastercard,approved,,psp_000409
410,375,2026-05-09 12:47:42,557.7,SGD,card_amex,approved,,psp_000410
411,376,2026-05-09 09:33:58,11.61,SGD,card_mastercard,approved,,psp_000411
412,377,2026-05-09 22:26:59,79.0,SGD,card_visa,approved,,psp_000412
413,378,2026-05-09 12:38:28,11.61,SGD,bank_transfer,declined,do_not_honour,psp_000413
414,379,2026-05-09 18:45:57,22.8,SGD,card_mastercard,approved,,psp_000414
415,380,2026-05-09 14:59:55,90.5,SGD,card_mastercard,approved,,psp_000415
416,381,2026-05-09 18:27:46,79.0,SGD,grabpay,approved,,psp_000416
417,382,2026-05-09 10:35:12,245.9,SGD,grabpay,approved,,psp_000417
418,383,2026-05-09 20:53:48,18.5,SGD,card_visa,approved,,psp_000418
419,384,2026-05-09 12:21:33,293.9,SGD,card_visa,approved,,psp_000419
420,385,2026-05-09 13:01:59,48.0,SGD,card_visa,approved,,psp_000420
421,385,2026-05-14 13:01:59,-48.0,SGD,card_visa,refunded,,psp_000421
422,386,2026-05-09 23:24:20,12.9,SGD,grabpay,approved,,psp_000422
423,387,2026-05-09 21:09:01,90.0,SGD,paynow,approved,,psp_000423
424,388,2026-05-09 20:14:28,57.25,SGD,card_visa,approved,,psp_000424
425,389,2026-05-09 21:18:10,245.1,SGD,card_mastercard,approved,,psp_000425
426,390,2026-05-10 14:01:08,129.0,SGD,paynow,approved,,psp_000426
427,391,2026-05-10 21:15:56,151.8,SGD,paynow,approved,,psp_000427
428,392,2026-05-10 17:26:47,212.6,SGD,card_mastercard,approved,,psp_000428
429,393,2026-05-10 18:07:02,189.0,SGD,paynow,approved,,psp_000429
430,393,2026-05-23 18:07:02,-189.0,SGD,paynow,refunded,,psp_000430
431,394,2026-05-10 21:47:05,45.0,SGD,card_amex,approved,,psp_000431
432,395,2026-05-10 15:28:28,277.2,SGD,card_visa,approved,,psp_000432
433,396,2026-05-10 14:12:29,11.61,SGD,card_mastercard,approved,,psp_000433
434,397,2026-05-10 00:12:09,170.55,SGD,card_mastercard,approved,,psp_000434
435,398,2026-05-10 15:17:06,29.61,SGD,grabpay,approved,,psp_000435
436,399,2026-05-10 14:39:45,189.0,SGD,card_mastercard,approved,,psp_000436
437,399,2026-05-16 14:39:45,-189.0,SGD,card_mastercard,refunded,,psp_000437
438,400,2026-05-10 23:42:02,85.5,SGD,paynow,approved,,psp_000438
439,401,2026-05-11 04:16:40,182.0,SGD,card_visa,approved,,psp_000439
440,402,2026-05-11 21:42:31,67.8,SGD,card_visa,approved,,psp_000440
441,403,2026-05-11 11:16:02,225.15,SGD,card_visa,approved,,psp_000441
442,404,2026-05-11 19:02:43,150.1,SGD,grabpay,approved,,psp_000442
443,405,2026-05-11 18:20:19,45.0,SGD,card_visa,approved,,psp_000443
444,406,2026-05-11 13:44:54,79.0,SGD,card_mastercard,approved,,psp_000444
445,407,2026-05-12 20:36:55,266.38,SGD,card_visa,approved,,psp_000445
446,408,2026-05-12 07:22:01,119.8,SGD,card_visa,approved,,psp_000446
447,408,2026-05-15 07:22:01,-119.8,SGD,card_visa,refunded,,psp_000447
448,409,2026-05-12 23:08:16,42.75,SGD,card_mastercard,approved,,psp_000448
449,410,2026-05-12 20:29:19,64.1,SGD,card_visa,approved,,psp_000449
450,411,2026-05-12 15:35:20,24.51,SGD,card_visa,approved,,psp_000450
451,412,2026-05-12 10:57:45,103.0,SGD,card_visa,approved,,psp_000451
452,413,2026-05-12 18:58:29,29.61,SGD,bank_transfer,approved,,psp_000452
453,414,2026-05-12 15:25:07,387.0,SGD,card_amex,approved,,psp_000453
454,415,2026-05-12 21:02:17,119.8,SGD,card_mastercard,approved,,psp_000454
455,416,2026-05-12 08:39:26,59.9,SGD,paynow,approved,,psp_000455
456,417,2026-05-13 09:29:02,158.0,SGD,card_mastercard,approved,,psp_000456
457,418,2026-05-13 18:32:29,59.9,SGD,grabpay,approved,,psp_000457
458,419,2026-05-13 13:55:42,129.0,SGD,card_mastercard,approved,,psp_000458
459,420,2026-05-13 11:55:29,189.0,SGD,card_visa,approved,,psp_000459
460,421,2026-05-13 17:39:07,233.46,SGD,card_visa,approved,,psp_000460
461,422,2026-05-13 13:08:10,104.9,SGD,grabpay,approved,,psp_000461
462,423,2026-05-13 12:35:33,115.4,SGD,card_visa,approved,,psp_000462
463,424,2026-05-13 13:43:55,104.9,SGD,card_visa,approved,,psp_000463
464,425,2026-05-13 14:12:32,170.1,SGD,paynow,approved,,psp_000464
465,426,2026-05-13 21:03:08,32.9,SGD,bank_transfer,approved,,psp_000465
466,427,2026-05-13 20:57:37,59.9,SGD,card_mastercard,approved,,psp_000466
467,427,2026-05-27 20:57:37,-59.9,SGD,card_mastercard,refunded,,psp_000467
468,428,2026-05-13 08:20:05,90.0,SGD,card_mastercard,approved,,psp_000468
469,429,2026-05-14 20:16:37,32.9,SGD,card_visa,approved,,psp_000469
470,430,2026-05-14 15:50:41,179.55,SGD,card_visa,approved,,psp_000470
471,431,2026-05-14 14:07:31,24.0,SGD,paynow,approved,,psp_000471
472,432,2026-05-14 22:06:19,65.8,SGD,card_mastercard,approved,,psp_000472
473,433,2026-05-14 05:13:22,311.25,SGD,card_visa,approved,,psp_000473
474,434,2026-05-14 11:55:00,24.0,SGD,paynow,approved,,psp_000474
475,435,2026-05-14 19:26:54,45.0,SGD,card_mastercard,approved,,psp_000475
476,436,2026-05-15 18:30:25,129.0,SGD,paynow,approved,,psp_000476
477,437,2026-05-15 22:44:36,249.5,SGD,card_visa,approved,,psp_000477
478,438,2026-05-15 20:18:16,40.5,SGD,card_visa,approved,,psp_000478
479,439,2026-05-15 17:24:16,24.0,SGD,card_visa,approved,,psp_000479
480,440,2026-05-15 21:10:36,151.8,SGD,card_mastercard,approved,,psp_000480
481,441,2026-05-15 08:08:27,80.15,SGD,paynow,approved,,psp_000481
482,442,2026-05-15 15:31:35,45.0,SGD,card_visa,approved,,psp_000482
483,443,2026-05-15 16:05:56,82.7,SGD,card_mastercard,approved,,psp_000483
484,444,2026-05-15 13:19:53,189.0,SGD,grabpay,approved,,psp_000484
485,445,2026-05-15 18:12:38,129.0,SGD,card_visa,approved,,psp_000485
486,446,2026-05-16 21:37:49,150.1,SGD,paynow,approved,,psp_000486
487,447,2026-05-16 14:52:34,42.75,SGD,card_mastercard,approved,,psp_000487
488,448,2026-05-16 09:22:21,59.9,SGD,card_mastercard,approved,,psp_000488
489,449,2026-05-16 16:56:20,122.9,SGD,card_visa,approved,,psp_000489
490,450,2026-05-16 13:21:27,87.95,SGD,card_visa,approved,,psp_000490
491,451,2026-05-16 17:35:57,59.9,SGD,grabpay,approved,,psp_000491
492,452,2026-05-16 18:31:45,189.0,SGD,paynow,approved,,psp_000492
493,453,2026-05-16 21:46:36,166.0,SGD,paynow,approved,,psp_000493
494,454,2026-05-16 23:04:21,18.5,SGD,paynow,approved,,psp_000494
495,455,2026-05-16 18:11:45,65.8,SGD,card_mastercard,approved,,psp_000495
496,456,2026-05-17 15:35:33,189.0,SGD,card_mastercard,approved,,psp_000496
497,457,2026-05-17 12:21:21,75.05,SGD,paynow,approved,,psp_000497
498,458,2026-05-17 19:57:05,90.0,SGD,card_mastercard,approved,,psp_000498
499,459,2026-05-17 23:54:14,11.61,SGD,card_mastercard,approved,,psp_000499
500,460,2026-05-17 10:36:23,170.1,SGD,card_visa,approved,,psp_000500
501,461,2026-05-17 06:28:42,32.9,SGD,card_visa,approved,,psp_000501
502,462,2026-05-17 22:37:34,157.67,SGD,card_visa,approved,,psp_000502
503,463,2026-05-17 06:13:35,90.0,SGD,card_mastercard,approved,,psp_000503
504,464,2026-05-17 21:13:16,144.05,SGD,card_mastercard,approved,,psp_000504
505,465,2026-05-17 22:26:20,115.55,SGD,card_mastercard,approved,,psp_000505
506,466,2026-05-17 11:04:29,56.9,SGD,card_mastercard,approved,,psp_000506
507,467,2026-05-17 17:39:24,16.65,SGD,card_visa,approved,,psp_000507
508,468,2026-05-17 16:14:05,387.0,SGD,card_visa,approved,,psp_000508
509,469,2026-05-17 14:44:09,124.0,SGD,card_mastercard,approved,,psp_000509
510,470,2026-05-17 12:27:04,34.83,SGD,card_visa,approved,,psp_000510
511,471,2026-05-17 12:54:32,79.0,SGD,card_visa,approved,,psp_000511
512,472,2026-05-18 13:28:41,145.65,SGD,card_visa,approved,,psp_000512
513,473,2026-05-18 16:19:59,32.9,SGD,card_amex,approved,,psp_000513
514,474,2026-05-18 11:22:19,75.05,SGD,card_mastercard,approved,,psp_000514
515,475,2026-05-18 20:11:41,59.9,SGD,paynow,approved,,psp_000515
516,476,2026-05-18 15:24:35,45.0,SGD,card_visa,approved,,psp_000516
517,477,2026-05-18 13:58:22,79.0,SGD,card_visa,approved,,psp_000517
518,478,2026-05-18 14:23:02,18.5,SGD,card_mastercard,approved,,psp_000518
519,479,2026-05-18 12:48:29,158.0,SGD,bank_transfer,approved,,psp_000519
520,480,2026-05-18 10:15:14,342.0,SGD,card_mastercard,approved,,psp_000520
521,481,2026-05-18 12:18:40,189.0,SGD,grabpay,declined,3ds_failed,psp_000521
522,481,2026-05-18 12:34:40,189.0,SGD,grabpay,approved,,psp_000522
523,482,2026-05-18 11:43:01,153.0,SGD,paynow,declined,gateway_timeout,psp_000523
524,483,2026-05-18 17:48:11,174.0,SGD,card_visa,approved,,psp_000524
525,484,2026-05-18 17:44:18,129.0,SGD,paynow,approved,,psp_000525
526,485,2026-05-19 21:02:35,62.57,SGD,paynow,approved,,psp_000526
527,486,2026-05-19 12:05:56,135.0,SGD,card_visa,approved,,psp_000527
528,487,2026-05-19 22:29:29,59.9,SGD,grabpay,approved,,psp_000528
529,488,2026-05-20 00:08:55,37.0,SGD,card_mastercard,approved,,psp_000529
530,489,2026-05-19 15:05:45,129.0,SGD,card_mastercard,approved,,psp_000530
531,490,2026-05-19 13:45:24,32.9,SGD,card_visa,approved,,psp_000531
532,491,2026-05-19 12:49:12,40.5,SGD,card_visa,declined,gateway_timeout,psp_000532
533,491,2026-05-19 13:05:12,40.5,SGD,card_visa,approved,,psp_000533
534,492,2026-05-19 08:22:47,45.6,SGD,card_mastercard,approved,,psp_000534
535,493,2026-05-19 23:06:01,45.0,SGD,paynow,approved,,psp_000535
536,494,2026-05-19 13:43:40,186.05,SGD,card_visa,approved,,psp_000536
537,494,2026-05-24 13:43:40,-186.05,SGD,card_visa,refunded,,psp_000537
538,495,2026-05-19 12:43:24,158.0,SGD,card_visa,approved,,psp_000538
539,496,2026-05-19 17:04:44,56.9,SGD,card_visa,approved,,psp_000539
540,497,2026-05-19 18:16:12,18.5,SGD,grabpay,approved,,psp_000540
541,498,2026-05-19 15:36:04,258.0,SGD,paynow,approved,,psp_000541
542,499,2026-05-19 19:10:53,79.0,SGD,card_mastercard,approved,,psp_000542
543,500,2026-05-19 14:48:33,237.0,SGD,paynow,approved,,psp_000543
544,501,2026-05-19 21:44:42,155.8,SGD,card_mastercard,approved,,psp_000544
545,502,2026-05-19 22:47:29,43.2,SGD,card_mastercard,approved,,psp_000545
546,503,2026-05-19 07:16:40,24.0,SGD,paynow,declined,insufficient_funds,psp_000546
547,503,2026-05-19 08:28:40,24.0,SGD,paynow,approved,,psp_000547
548,504,2026-05-19 21:07:33,32.9,SGD,card_visa,approved,,psp_000548
549,505,2026-05-19 22:27:17,189.0,SGD,grabpay,approved,,psp_000549
550,506,2026-05-20 15:28:56,12.9,SGD,card_visa,approved,,psp_000550
551,507,2026-05-20 18:32:40,90.0,SGD,grabpay,approved,,psp_000551
552,508,2026-05-20 18:42:02,225.15,SGD,card_visa,approved,,psp_000552
553,509,2026-05-20 22:23:46,248.76,SGD,card_mastercard,approved,,psp_000553
554,510,2026-05-20 12:16:23,59.9,SGD,card_visa,approved,,psp_000554
555,511,2026-05-20 18:20:36,189.0,SGD,card_visa,approved,,psp_000555
556,512,2026-05-20 09:31:39,434.9,SGD,card_visa,approved,,psp_000556
557,513,2026-05-20 20:32:58,90.8,SGD,card_visa,declined,3ds_failed,psp_000557
558,514,2026-05-20 19:22:51,59.9,SGD,card_visa,approved,,psp_000558
559,515,2026-05-20 21:04:11,24.0,SGD,card_amex,approved,,psp_000559
560,516,2026-05-20 19:45:54,37.0,SGD,card_visa,declined,expired_card,psp_000560
561,516,2026-05-20 20:59:54,37.0,SGD,card_visa,approved,,psp_000561
562,517,2026-05-20 20:21:05,59.9,SGD,card_visa,approved,,psp_000562
563,518,2026-05-20 21:12:08,24.0,SGD,paynow,approved,,psp_000563
564,519,2026-05-20 13:05:08,189.0,SGD,grabpay,approved,,psp_000564
565,520,2026-05-20 17:51:33,59.9,SGD,paynow,approved,,psp_000565
566,521,2026-05-20 22:51:52,154.05,SGD,card_visa,declined,gateway_timeout,psp_000566
567,521,2026-05-20 23:04:52,154.05,SGD,card_visa,approved,,psp_000567
568,522,2026-05-20 20:58:53,21.6,SGD,paynow,approved,,psp_000568
569,523,2026-05-21 09:09:12,213.0,SGD,paynow,approved,,psp_000569
570,524,2026-05-21 19:27:35,59.9,SGD,card_visa,approved,,psp_000570
571,525,2026-05-21 15:36:17,140.9,SGD,grabpay,approved,,psp_000571
572,526,2026-05-21 22:09:06,221.2,SGD,card_visa,approved,,psp_000572
573,527,2026-05-21 20:55:32,11.61,SGD,card_visa,approved,,psp_000573
574,528,2026-05-21 12:31:04,189.0,SGD,card_visa,approved,,psp_000574
575,529,2026-05-21 22:01:22,257.4,SGD,card_visa,approved,,psp_000575
576,530,2026-05-21 13:36:11,170.1,SGD,card_visa,approved,,psp_000576
577,531,2026-05-21 23:21:46,104.9,SGD,card_mastercard,approved,,psp_000577
578,532,2026-05-21 20:07:38,207.5,SGD,card_visa,approved,,psp_000578
579,533,2026-05-21 21:53:13,283.91,SGD,card_visa,approved,,psp_000579
580,534,2026-05-21 13:31:48,179.7,SGD,card_mastercard,approved,,psp_000580
581,535,2026-05-21 08:05:07,173.71,SGD,card_mastercard,approved,,psp_000581
582,536,2026-05-22 22:23:53,90.0,SGD,card_mastercard,approved,,psp_000582
583,537,2026-05-22 19:55:44,145.65,SGD,card_mastercard,approved,,psp_000583
584,538,2026-05-22 14:41:51,65.8,SGD,card_visa,approved,,psp_000584
585,539,2026-05-22 14:11:55,243.51,SGD,card_visa,approved,,psp_000585
586,540,2026-05-22 11:41:42,176.81,SGD,card_visa,approved,,psp_000586
587,541,2026-05-22 18:14:58,179.7,SGD,card_mastercard,approved,,psp_000587
588,542,2026-05-22 15:47:22,53.91,SGD,card_amex,approved,,psp_000588
589,543,2026-05-23 19:50:28,410.9,SGD,card_visa,approved,,psp_000589
590,544,2026-05-23 10:28:14,43.2,SGD,card_mastercard,approved,,psp_000590
591,544,2026-05-27 10:28:14,-43.2,SGD,card_mastercard,refunded,,psp_000591
592,545,2026-05-23 21:56:14,32.9,SGD,paynow,approved,,psp_000592
593,546,2026-05-23 20:07:56,42.75,SGD,paynow,approved,,psp_000593
594,547,2026-05-23 17:21:36,134.95,SGD,card_mastercard,approved,,psp_000594
595,548,2026-05-23 09:07:03,62.5,SGD,card_visa,approved,,psp_000595
596,549,2026-05-23 19:00:01,79.0,SGD,card_mastercard,approved,,psp_000596
597,550,2026-05-23 20:55:53,45.0,SGD,paynow,approved,,psp_000597
598,551,2026-05-23 19:18:46,132.7,SGD,card_visa,approved,,psp_000598
599,552,2026-05-23 21:12:33,25.8,SGD,card_visa,approved,,psp_000599
600,553,2026-05-23 17:29:05,262.55,SGD,card_mastercard,approved,,psp_000600
601,554,2026-05-23 17:45:46,237.0,SGD,card_visa,approved,,psp_000601
602,555,2026-05-23 17:40:46,45.0,SGD,card_mastercard,approved,,psp_000602
603,556,2026-05-24 22:12:15,11.61,SGD,paynow,approved,,psp_000603
604,557,2026-05-24 14:30:12,104.9,SGD,card_visa,approved,,psp_000604
605,558,2026-05-24 21:28:06,258.0,SGD,card_mastercard,approved,,psp_000605
606,559,2026-05-24 20:29:06,18.5,SGD,card_mastercard,approved,,psp_000606
607,560,2026-05-24 11:48:59,402.0,SGD,card_mastercard,approved,,psp_000607
608,561,2026-05-24 19:30:51,18.5,SGD,card_visa,approved,,psp_000608
609,562,2026-05-24 19:36:37,92.8,SGD,card_visa,approved,,psp_000609
610,563,2026-05-24 22:41:40,45.0,SGD,grabpay,approved,,psp_000610
611,563,2026-06-03 22:41:40,-45.0,SGD,grabpay,refunded,,psp_000611
612,564,2026-05-24 10:29:08,29.61,SGD,paynow,approved,,psp_000612
613,565,2026-05-24 10:38:11,79.0,SGD,card_mastercard,approved,,psp_000613
614,566,2026-05-24 20:03:53,45.0,SGD,grabpay,approved,,psp_000614
615,567,2026-05-24 09:24:12,98.7,SGD,grabpay,approved,,psp_000615
616,568,2026-05-24 16:00:11,226.5,SGD,card_mastercard,approved,,psp_000616
617,569,2026-05-24 20:04:14,48.0,SGD,card_visa,approved,,psp_000617
618,570,2026-05-25 20:29:17,218.63,SGD,card_visa,approved,,psp_000618
619,571,2026-05-25 22:16:10,149.9,SGD,card_visa,approved,,psp_000619
620,572,2026-05-25 23:30:55,131.95,SGD,card_visa,approved,,psp_000620
621,573,2026-05-25 11:39:15,38.7,SGD,paynow,approved,,psp_000621
622,574,2026-05-25 17:29:11,119.8,SGD,grabpay,approved,,psp_000622
623,575,2026-05-25 09:27:03,90.0,SGD,paynow,approved,,psp_000623
624,576,2026-05-25 14:43:21,21.6,SGD,card_visa,approved,,psp_000624
625,577,2026-05-26 17:04:21,12.9,SGD,grabpay,approved,,psp_000625
626,578,2026-05-26 16:47:43,65.8,SGD,paynow,approved,,psp_000626
627,579,2026-05-26 09:49:32,234.4,SGD,card_amex,approved,,psp_000627
628,580,2026-05-26 13:50:07,12.25,SGD,paynow,approved,,psp_000628
629,581,2026-05-26 22:13:46,48.0,SGD,card_visa,approved,,psp_000629
630,582,2026-05-26 11:57:01,79.0,SGD,paynow,approved,,psp_000630
631,583,2026-05-26 13:30:23,24.0,SGD,bank_transfer,approved,,psp_000631
632,584,2026-05-26 10:58:53,75.05,SGD,card_visa,approved,,psp_000632
633,585,2026-05-26 10:52:06,112.05,SGD,card_mastercard,approved,,psp_000633
634,586,2026-05-26 19:54:23,72.36,SGD,paynow,approved,,psp_000634
635,587,2026-05-26 21:33:20,16.65,SGD,grabpay,approved,,psp_000635
636,587,2026-06-01 21:33:20,-16.65,SGD,grabpay,refunded,,psp_000636
637,588,2026-05-27 08:54:24,79.0,SGD,card_visa,approved,,psp_000637
638,589,2026-05-27 16:16:22,32.9,SGD,card_visa,declined,expired_card,psp_000638
639,590,2026-05-27 20:48:49,90.0,SGD,card_visa,declined,expired_card,psp_000639
640,590,2026-05-27 22:15:49,90.0,SGD,card_visa,approved,,psp_000640
641,591,2026-05-27 14:08:42,391.65,SGD,grabpay,approved,,psp_000641
642,592,2026-05-27 10:35:16,24.0,SGD,card_amex,approved,,psp_000642
643,593,2026-05-27 13:11:28,248.22,SGD,card_mastercard,approved,,psp_000643
644,594,2026-05-27 14:39:02,25.8,SGD,card_visa,approved,,psp_000644
645,595,2026-05-27 21:36:50,48.0,SGD,card_mastercard,approved,,psp_000645
646,596,2026-05-27 15:51:54,56.9,SGD,card_visa,approved,,psp_000646
647,597,2026-05-27 12:20:45,121.5,SGD,card_amex,approved,,psp_000647
648,598,2026-05-27 16:14:48,40.5,SGD,card_visa,approved,,psp_000648
649,599,2026-05-28 11:23:22,12.9,SGD,card_amex,declined,do_not_honour,psp_000649
650,599,2026-05-28 11:40:22,12.9,SGD,card_amex,approved,,psp_000650
651,600,2026-05-28 16:57:45,45.0,SGD,paynow,approved,,psp_000651
652,601,2026-05-28 12:34:12,90.0,SGD,card_amex,approved,,psp_000652
653,602,2026-05-28 20:26:13,182.0,SGD,card_visa,approved,,psp_000653
654,603,2026-05-28 23:23:36,16.65,SGD,card_visa,approved,,psp_000654
655,604,2026-05-28 09:48:54,12.25,SGD,card_mastercard,approved,,psp_000655
656,605,2026-05-28 17:36:07,24.0,SGD,bank_transfer,approved,,psp_000656
657,606,2026-05-28 12:57:47,85.5,SGD,card_visa,approved,,psp_000657
658,607,2026-05-28 23:31:00,41.57,SGD,paynow,approved,,psp_000658
659,608,2026-05-29 06:59:52,98.91,SGD,grabpay,approved,,psp_000659
660,609,2026-05-29 17:32:28,218.5,SGD,card_amex,approved,,psp_000660
661,610,2026-05-29 19:27:43,170.1,SGD,card_visa,approved,,psp_000661
662,611,2026-05-30 00:16:45,119.8,SGD,paynow,approved,,psp_000662
663,612,2026-05-29 21:31:36,59.9,SGD,paynow,approved,,psp_000663
664,613,2026-05-29 12:54:52,79.0,SGD,card_mastercard,approved,,psp_000664
665,614,2026-05-29 19:26:12,65.8,SGD,card_amex,approved,,psp_000665
666,615,2026-05-29 21:45:29,48.0,SGD,grabpay,approved,,psp_000666
667,616,2026-05-29 20:15:41,152.51,SGD,paynow,approved,,psp_000667
668,617,2026-05-30 15:01:55,69.0,SGD,card_visa,approved,,psp_000668
669,618,2026-05-30 17:04:35,129.0,SGD,grabpay,approved,,psp_000669
670,619,2026-05-30 19:23:44,40.5,SGD,card_visa,approved,,psp_000670
671,620,2026-05-30 06:31:26,378.0,SGD,card_mastercard,approved,,psp_000671
672,621,2026-05-30 13:55:12,61.65,SGD,paynow,declined,gateway_timeout,psp_000672
673,621,2026-05-30 15:08:12,61.65,SGD,paynow,approved,,psp_000673
674,622,2026-05-30 14:54:07,56.9,SGD,card_mastercard,approved,,psp_000674
675,623,2026-05-30 20:40:27,378.0,SGD,card_mastercard,approved,,psp_000675
676,624,2026-05-30 13:01:30,71.1,SGD,card_mastercard,approved,,psp_000676
677,625,2026-05-30 19:32:00,62.51,SGD,card_mastercard,declined,gateway_timeout,psp_000677
678,625,2026-05-30 19:40:00,62.51,SGD,card_mastercard,approved,,psp_000678
679,626,2026-05-30 11:25:22,179.55,SGD,bank_transfer,approved,,psp_000679
680,627,2026-05-30 18:14:29,21.6,SGD,paynow,declined,insufficient_funds,psp_000680
