order_id,line_no,product_id,merchant_id,quantity,unit_price,discount_amt
478,1,1019,M04,1,18.5,0.0
479,1,1025,M05,1,79.0,0.0
479,2,1023,M05,1,79.0,0.0
480,1,1002,M01,1,129.0,0.0
480,2,1005,M01,1,24.0,0.0
480,3,1003,M01,1,189.0,0.0
481,1,1016,M04,1,189.0,0.0
482,1,1053,M11,1,24.0,0.0
482,2,1055,M11,1,129.0,0.0
483,1,1055,M11,1,129.0,0.0
483,2,1052,M11,1,45.0,0.0
484,1,1002,M01,1,129.0,0.0
485,1,1050,M10,1,18.5,0.93
485,2,1046,M10,1,45.0,0.0
486,1,1046,M10,3,45.0,0.0
487,1,1035,M07,1,59.9,0.0
488,1,1019,M04,2,18.5,0.0
489,1,1055,M11,1,129.0,0.0
490,1,1040,M08,1,32.9,0.0
491,1,1046,M10,1,45.0,4.5
492,1,1012,M03,2,24.0,2.4
493,1,1010,M02,1,45.0,0.0
494,1,1052,M11,1,45.0,0.0
494,2,1051,M11,1,18.5,0.0
494,3,1054,M11,1,129.0,6.45
495,1,1025,M05,2,79.0,0.0
496,1,1032,M07,1,59.9,3.0
497,1,1014,M03,1,18.5,0.0
498,1,1002,M01,2,129.0,0.0
499,1,1013,M03,1,79.0,0.0
500,1,1025,M05,2,79.0,0.0
500,2,1022,M05,1,79.0,0.0
501,1,1008,M02,2,45.0,0.0
501,2,1007,M02,2,32.9,0.0
502,1,1057,M12,2,24.0,4.8
503,1,1059,M12,1,24.0,0.0
504,1,1040,M08,1,32.9,0.0
505,1,1015,M03,1,189.0,0.0
506,1,1009,M02,1,12.9,0.0
507,1,1004,M01,2,45.0,0.0
508,1,1031,M07,3,79.0,11.85
509,1,1032,M07,2,59.9,5.99
509,2,1035,M07,1,59.9,0.0
509,3,1031,M07,1,79.0,3.95
510,1,1018,M04,1,59.9,0.0
511,1,1044,M09,1,189.0,0.0
512,1,1003,M01,2,189.0,0.0
512,2,1001,M01,1,32.9,0.0
512,3,1005,M01,1,24.0,0.0
513,1,1009,M02,1,12.9,0.0
513,2,1008,M02,1,45.0,0.0
513,3,1007,M02,1,32.9,0.0
514,1,1035,M07,1,59.9,0.0
515,1,1005,M01,1,24.0,0.0
516,1,1037,M08,2,18.5,0.0
517,1,1032,M07,1,59.9,0.0
518,1,1020,M04,1,24.0,0.0
519,1,1003,M01,1,189.0,0.0
520,1,1043,M09,1,59.9,0.0
521,1,1023,M05,1,79.0,3.95
521,2,1022,M05,1,79.0,0.0
522,1,1057,M12,1,24.0,2.4
523,1,1015,M03,1,189.0,0.0
523,2,1011,M03,1,24.0,0.0
524,1,1048,M10,1,59.9,0.0
525,1,1042,M09,2,45.0,9.0
525,2,1041,M09,1,59.9,0.0
526,1,1023,M05,2,79.0,15.8
526,2,1025,M05,1,79.0,0.0
527,1,1034,M07,1,12.9,1.29
528,1,1015,M03,1,189.0,0.0
529,1,1033,M07,3,45.0,13.5
529,2,1031,M07,1,79.0,0.0
529,3,1032,M07,1,59.9,3.0
530,1,1003,M01,1,189.0,18.9
531,1,1043,M09,1,59.9,0.0
531,2,1042,M09,1,45.0,0.0
532,1,1014,M03,1,18.5,0.0
532,2,1015,M03,1,189.0,0.0
533,1,1018,M04,2,59.9,5.99
533,2,1016,M04,1,189.0,18.9
534,1,1041,M09,3,59.9,0.0
535,1,1041,M09,2,59.9,0.0
535,2,1043,M09,1,59.9,5.99
536,1,1004,M01,2,45.0,0.0
537,1,1051,M11,1,18.5,1.85
537,2,1054,M11,1,129.0,0.0
538,1,1026,M06,2,32.9,0.0
539,1,1032,M07,3,59.9,8.99
539,2,1034,M07,1,12.9,0.0
539,3,1035,M07,1,59.9,0.0
540,1,1048,M10,1,59.9,5.99
540,2,1047,M10,2,45.0,0.0
540,3,1049,M10,1,32.9,0.0
541,1,1032,M07,3,59.9,0.0
542,1,1041,M09,1,59.9,5.99
543,1,1001,M01,1,32.9,0.0
543,2,1003,M01,2,189.0,0.0
544,1,1053,M11,2,24.0,4.8
545,1,1001,M01,1,32.9,0.0
546,1,1024,M05,1,45.0,2.25
547,1,1032,M07,1,59.9,0.0
547,2,1031,M07,1,79.0,3.95
548,1,1028,M06,1,32.9,1.65
548,2,1026,M06,1,32.9,1.65
549,1,1013,M03,1,79.0,0.0
550,1,1004,M01,1,45.0,0.0
551,1,1035,M07,1,59.9,0.0
551,2,1032,M07,1,59.9,0.0
551,3,1034,M07,1,12.9,0.0
552,1,1009,M02,2,12.9,0.0
553,1,1019,M04,1,18.5,1.85
553,2,1016,M04,1,189.0,0.0
553,3,1018,M04,1,59.9,3.0
554,1,1045,M09,3,79.0,0.0
555,1,1052,M11,1,45.0,0.0
556,1,1034,M07,1,12.9,1.29
557,1,1048,M10,1,59.9,0.0
557,2,1047,M10,1,45.0,0.0
558,1,1054,M11,2,129.0,0.0
559,1,1019,M04,1,18.5,0.0
560,1,1011,M03,1,24.0,0.0
560,2,1015,M03,2,189.0,0.0
561,1,1050,M10,1,18.5,0.0
562,1,1028,M06,1,32.9,0.0
562,2,1027,M06,1,59.9,0.0
563,1,1052,M11,1,45.0,0.0
564,1,1026,M06,1,32.9,3.29
565,1,1031,M07,1,79.0,0.0
566,1,1033,M07,1,45.0,0.0
567,1,1007,M02,3,32.9,0.0
568,1,1056,M12,1,79.0,0.0
568,2,1060,M12,1,129.0,0.0
568,3,1058,M12,1,18.5,0.0
569,1,1012,M03,2,24.0,0.0
570,1,1035,M07,1,59.9,3.0
570,2,1032,M07,3,59.9,17.97
571,1,1046,M10,2,45.0,0.0
571,2,1048,M10,1,59.9,0.0
572,1,1035,M07,1,59.9,3.0
572,2,1031,M07,1,79.0,3.95
573,1,1009,M02,3,12.9,0.0
574,1,1018,M04,2,59.9,0.0
575,1,1030,M06,2,45.0,0.0
576,1,1059,M12,1,24.0,2.4
577,1,1039,M08,1,12.9,0.0
578,1,1028,M06,2,32.9,0.0
579,1,1036,M08,2,79.0,7.9
579,2,1037,M08,1,18.5,0.0
579,3,1040,M08,2,32.9,0.0
580,1,1009,M02,1,12.9,0.65
581,1,1057,M12,2,24.0,0.0
582,1,1031,M07,1,79.0,0.0
583,1,1005,M01,1,24.0,0.0
584,1,1013,M03,1,79.0,3.95
585,1,1036,M08,1,79.0,3.95
585,2,1037,M08,2,18.5,0.0
586,1,1040,M08,1,32.9,3.29
586,2,1038,M08,1,45.0,2.25
587,1,1051,M11,1,18.5,1.85
588,1,1031,M07,1,79.0,0.0
589,1,1001,M01,1,32.9,0.0
590,1,1030,M06,2,45.0,0.0
591,1,1055,M11,3,129.0,19.35
591,2,1053,M11,1,24.0,0.0
592,1,1005,M01,1,24.0,0.0
593,1,1006,M02,1,189.0,0.0
593,2,1007,M02,2,32.9,6.58
594,1,1009,M02,2,12.9,0.0
595,1,1057,M12,2,24.0,0.0
596,1,1032,M07,1,59.9,3.0
597,1,1046,M10,3,45.0,13.5
598,1,1010,M02,1,45.0,4.5
599,1,1034,M07,1,12.9,0.0
600,1,1047,M10,1,45.0,0.0
601,1,1033,M07,2,45.0,0.0
602,1,1022,M05,2,79.0,0.0
602,2,1021,M05,1,24.0,0.0
603,1,1037,M08,1,18.5,1.85
604,1,1017,M04,1,12.9,0.65
605,1,1005,M01,1,24.0,0.0
606,1,1038,M08,2,45.0,4.5
607,1,1051,M11,1,18.5,0.93
607,2,1053,M11,1,24.0,0.0
608,1,1033,M07,1,45.0,0.0
608,2,1035,M07,1,59.9,5.99
609,1,1028,M06,2,32.9,0.0
609,2,1027,M06,2,59.9,0.0
609,3,1026,M06,1,32.9,0.0
610,1,1006,M02,1,189.0,18.9
611,1,1032,M07,2,59.9,0.0
612,1,1027,M06,1,59.9,0.0
613,1,1056,M12,1,79.0,0.0
614,1,1049,M10,2,32.9,0.0
615,1,1021,M05,2,24.0,0.0
616,1,1007,M02,2,32.9,3.29
616,2,1008,M02,2,45.0,0.0
617,1,1005,M01,1,24.0,0.0
617,2,1004,M01,1,45.0,0.0
618,1,1002,M01,1,129.0,0.0
619,1,1008,M02,1,45.0,4.5
620,1,1044,M09,2,189.0,0.0
621,1,1037,M08,1,18.5,1.85
621,2,1038,M08,1,45.0,0.0
622,1,1035,M07,1,59.9,3.0
623,1,1016,M04,2,189.0,0.0
624,1,1045,M09,1,79.0,7.9
625,1,1049,M10,2,32.9,3.29
626,1,1016,M04,1,189.0,9.45
627,1,1011,M03,1,24.0,2.4
628,1,1001,M01,2,32.9,3.29
629,1,1060,M12,3,129.0,38.7
629,2,1057,M12,1,24.0,1.2
630,1,1014,M03,2,18.5,0.0
631,1,1032,M07,1,59.9,0.0
632,1,1005,M01,1,24.0,0.0
633,1,1060,M12,1,129.0,12.9
633,2,1058,M12,2,18.5,0.0
634,1,1005,M01,1,24.0,0.0
635,1,1052,M11,3,45.0,13.5
636,1,1031,M07,1,79.0,0.0
637,1,1022,M05,1,79.0,3.95
638,1,1011,M03,1,24.0,0.0
639,1,1047,M10,1,45.0,0.0
639,2,1049,M10,1,32.9,0.0
640,1,1034,M07,1,12.9,0.65
641,1,1035,M07,1,59.9,5.99
642,1,1010,M02,1,45.0,2.25
643,1,1007,M02,1,32.9,1.65
643,2,1009,M02,2,12.9,0.0
644,1,1021,M05,1,24.0,2.4
644,2,1024,M05,2,45.0,0.0
645,1,1004,M01,1,45.0,0.0
646,1,1046,M10,1,45.0,0.0
647,1,1031,M07,1,79.0,3.95
647,2,1034,M07,1,12.9,1.29
648,1,1012,M03,3,24.0,0.0
649,1,1023,M05,3,79.0,23.7
649,2,1025,M05,1,79.0,0.0
650,1,1018,M04,1,59.9,0.0
651,1,1023,M05,1,79.0,3.95
652,1,1014,M03,1,18.5,0.0
652,2,1015,M03,2,189.0,0.0
653,1,1004,M01,2,45.0,9.0
653,2,1001,M01,1,32.9,0.0
654,1,1031,M07,1,79.0,0.0
654,2,1035,M07,1,59.9,0.0
655,1,1008,M02,1,45.0,4.5
656,1,1022,M05,1,79.0,0.0
657,1,1017,M04,1,12.9,0.65
657,2,1020,M04,1,24.0,0.0
657,3,1016,M04,2,189.0,0.0
658,1,1014,M03,1,18.5,1.85
658,2,1015,M03,1,189.0,18.9
659,1,1057,M12,1,24.0,0.0
659,2,1060,M12,1,129.0,12.9
660,1,1002,M01,2,129.0,0.0
660,2,1003,M01,1,189.0,9.45
661,1,1001,M01,1,32.9,0.0
662,1,1027,M06,1,59.9,0.0
663,1,1014,M03,2,18.5,0.0
664,1,1034,M07,1,12.9,1.29
664,2,1033,M07,1,45.0,0.0
665,1,1060,M12,1,129.0,0.0
665,2,1058,M12,1,18.5,0.0
666,1,1016,M04,1,189.0,0.0
667,1,1019,M04,2,18.5,0.0
667,2,1017,M04,1,12.9,0.0
667,3,1020,M04,3,24.0,0.0
668,1,1032,M07,1,59.9,0.0
669,1,1018,M04,2,59.9,5.99
670,1,1052,M11,1,45.0,0.0
671,1,1003,M01,1,189.0,0.0
672,1,1002,M01,1,129.0,0.0
672,2,1004,M01,1,45.0,0.0
673,1,1013,M03,1,79.0,0.0
674,1,1007,M02,1,32.9,0.0
674,2,1010,M02,1,45.0,0.0
675,1,1050,M10,2,18.5,1.85
676,1,1004,M01,2,45.0,4.5
676,2,1005,M01,1,24.0,0.0
677,1,1034,M07,1,12.9,0.65
678,1,1009,M02,1,12.9,0.0
679,1,1021,M05,1,24.0,0.0
680,1,1002,M01,1,129.0,6.45
680,2,1005,M01,2,24.0,4.8
680,3,1003,M01,2,189.0,0.0
681,1,1053,M11,1,24.0,0.0
682,1,1006,M02,3,189.0,0.0
683,1,1054,M11,1,129.0,0.0
683,2,1051,M11,1,18.5,0.0
683,3,1052,M11,1,45.0,0.0
684,1,1009,M02,1,12.9,0.0
684,2,1008,M02,1,45.0,0.0
684,3,1006,M02,1,189.0,0.0
685,1,1045,M09,2,79.0,0.0
686,1,1016,M04,2,189.0,0.0
687,1,1052,M11,1,45.0,0.0
688,1,1040,M08,1,32.9,0.0
689,1,1034,M07,1,12.9,0.0
689,2,1032,M07,1,59.9,0.0
690,1,1031,M07,1,79.0,0.0
690,2,1035,M07,1,59.9,5.99
691,1,1034,M07,1,12.9,0.65
692,1,1008,M02,1,45.0,2.25
693,1,1050,M10,2,18.5,0.0
694,1,1060,M12,1,129.0,0.0
695,1,1049,M10,1,32.9,0.0
695,2,1047,M10,1,45.0,0.0
696,1,1036,M08,3,79.0,11.85
696,2,1039,M08,1,12.9,0.65
697,1,1032,M07,1,59.9,3.0
698,1,1022,M05,1,79.0,0.0
699,1,1045,M09,3,79.0,0.0
700,1,1031,M07,1,79.0,3.95
700,2,1034,M07,1,12.9,0.0
701,1,1011,M03,1,24.0,2.4
701,2,1013,M03,2,79.0,0.0
702,1,1021,M05,1,24.0,0.0
702,2,1025,M05,2,79.0,15.8
703,1,1019,M04,2,18.5,0.0
704,1,1013,M03,2,79.0,0.0
704,2,1014,M03,1,18.5,0.93
705,1,1005,M01,1,24.0,1.2
705,2,1001,M01,1,32.9,3.29
706,1,1035,M07,1,59.9,3.0
707,1,1005,M01,1,24.0,0.0
707,2,1001,M01,1,32.9,0.0
707,3,1002,M01,1,129.0,6.45
708,1,1011,M03,1,24.0,0.0
709,1,1044,M09,1,189.0,0.0
710,1,1054,M11,1,129.0,0.0
710,2,1051,M11,1,18.5,0.0
711,1,1023,M05,2,79.0,0.0
711,2,1022,M05,1,79.0,7.9
711,3,1021,M05,1,24.0,0.0
712,1,1016,M04,1,189.0,0.0
713,1,1020,M04,2,24.0,0.0
714,1,1019,M04,1,18.5,0.0
715,1,1014,M03,1,18.5,0.0
716,1,1037,M08,1,18.5,0.0
717,1,1032,M07,1,59.9,0.0
718,1,1034,M07,1,12.9,0.0
719,1,1056,M12,1,79.0,0.0
719,2,1057,M12,1,24.0,0.0
719,3,1058,M12,1,18.5,1.85
720,1,1028,M06,2,32.9,3.29
721,1,1033,M07,3,45.0,0.0
722,1,1053,M11,2,24.0,0.0
722,2,1052,M11,2,45.0,4.5
722,3,1055,M11,3,129.0,38.7
723,1,1004,M01,1,45.0,0.0
723,2,1005,M01,1,24.0,0.0
724,1,1052,M11,1,45.0,2.25
725,1,1005,M01,1,24.0,0.0
726,1,1015,M03,3,189.0,0.0
727,1,1013,M03,2,79.0,15.8
727,2,1014,M03,3,18.5,0.0
728,1,1012,M03,1,24.0,0.0
729,1,1033,M07,1,45.0,0.0
730,1,1038,M08,1,45.0,0.0
731,1,1031,M07,1,79.0,3.95
732,1,1008,M02,3,45.0,0.0
733,1,1051,M11,1,18.5,0.0
734,1,1060,M12,1,129.0,0.0
734,2,1059,M12,1,24.0,1.2
735,1,1011,M03,1,24.0,0.0
736,1,1011,M03,1,24.0,0.0
737,1,1053,M11,1,24.0,0.0
738,1,1034,M07,1,12.9,0.0
739,1,1052,M11,1,45.0,4.5
739,2,1055,M11,2,129.0,25.8
739,3,1053,M11,1,24.0,1.2
740,1,1038,M08,1,45.0,4.5
740,2,1040,M08,3,32.9,4.94
740,3,1037,M08,1,18.5,0.0
741,1,1042,M09,1,45.0,0.0
741,2,1043,M09,1,59.9,0.0
742,1,1055,M11,3,129.0,0.0
742,2,1052,M11,1,45.0,2.25
743,1,1016,M04,2,189.0,18.9
744,1,1002,M01,1,129.0,0.0
744,2,1001,M01,1,32.9,3.29
745,1,1051,M11,3,18.5,5.55
745,2,1055,M11,1,129.0,0.0
745,3,1054,M11,1,129.0,0.0
746,1,1039,M08,1,12.9,0.65
747,1,1034,M07,1,12.9,0.65
748,1,1032,M07,1,59.9,0.0
749,1,1008,M02,1,45.0,0.0
750,1,1004,M01,1,45.0,2.25
750,2,1005,M01,2,24.0,0.0
750,3,1003,M01,1,189.0,9.45
751,1,1054,M11,1,129.0,6.45
752,1,1015,M03,1,189.0,0.0
753,1,1028,M06,1,32.9,1.65
754,1,1027,M06,1,59.9,3.0
754,2,1026,M06,1,32.9,0.0
755,1,1008,M02,2,45.0,4.5
756,1,1043,M09,1,59.9,3.0
757,1,1005,M01,1,24.0,0.0
757,2,1003,M01,1,189.0,9.45
758,1,1032,M07,1,59.9,5.99
759,1,1060,M12,3,129.0,0.0
759,2,1056,M12,2,79.0,0.0
759,3,1059,M12,1,24.0,1.2
760,1,1023,M05,2,79.0,7.9
761,1,1014,M03,2,18.5,0.0
762,1,1052,M11,1,45.0,0.0
763,1,1048,M10,1,59.9,0.0
763,2,1047,M10,2,45.0,9.0
764,1,1008,M02,1,45.0,4.5
764,2,1010,M02,1,45.0,0.0
764,3,1006,M02,1,189.0,0.0
765,1,1017,M04,1,12.9,0.65
766,1,1006,M02,1,189.0,0.0
767,1,1007,M02,1,32.9,0.0
768,1,1037,M08,1,18.5,0.93
769,1,1055,M11,1,129.0,6.45
770,1,1020,M04,3,24.0,0.0
771,1,1053,M11,1,24.0,1.2
771,2,1055,M11,1,129.0,0.0
772,1,1052,M11,1,45.0,0.0
773,1,1039,M08,1,12.9,0.0
774,1,1031,M07,1,79.0,3.95
775,1,1002,M01,1,129.0,6.45
776,1,1031,M07,3,79.0,0.0
777,1,1033,M07,1,45.0,2.25
778,1,1019,M04,1,18.5,0.0
779,1,1008,M02,1,45.0,0.0
780,1,1024,M05,1,45.0,0.0
781,1,1046,M10,1,45.0,0.0
782,1,1034,M07,1,12.9,0.0
782,2,1035,M07,1,59.9,0.0
783,1,1054,M11,3,129.0,0.0
784,1,1021,M05,2,24.0,4.8
785,1,1057,M12,3,24.0,0.0
786,1,1010,M02,1,45.0,0.0
787,1,1003,M01,2,189.0,18.9
787,2,1002,M01,1,129.0,0.0
788,1,1007,M02,1,32.9,1.65
789,1,1032,M07,3,59.9,0.0
790,1,1018,M04,1,59.9,0.0
790,2,1017,M04,1,12.9,0.0
791,1,1034,M07,1,12.9,0.65
791,2,1031,M07,2,79.0,0.0
792,1,1033,M07,2,45.0,0.0
793,1,1032,M07,2,59.9,0.0
793,2,1033,M07,1,45.0,0.0
793,3,1035,M07,1,59.9,0.0
794,1,1057,M12,2,24.0,0.0
794,2,1060,M12,3,129.0,0.0
795,1,1039,M08,1,12.9,0.0
795,2,1040,M08,1,32.9,0.0
796,1,1001,M01,1,32.9,3.29
797,1,1033,M07,2,45.0,0.0
798,1,1035,M07,1,59.9,3.0
799,1,1051,M11,1,18.5,0.0
800,1,1003,M01,1,189.0,0.0
800,2,1001,M01,2,32.9,0.0
800,3,1004,M01,2,45.0,4.5
801,1,1018,M04,2,59.9,0.0
802,1,1016,M04,3,189.0,0.0
803,1,1005,M01,1,24.0,0.0
804,1,1018,M04,1,59.9,0.0
805,1,1019,M04,1,18.5,0.0
805,2,1016,M04,3,189.0,0.0
806,1,1001,M01,1,32.9,0.0
806,2,1004,M01,1,45.0,0.0
806,3,1005,M01,1,24.0,0.0
807,1,1031,M07,1,79.0,3.95
807,2,1032,M07,1,59.9,0.0
807,3,1033,M07,1,45.0,0.0
808,1,1033,M07,2,45.0,0.0
809,1,1053,M11,3,24.0,0.0
809,2,1054,M11,1,129.0,0.0
810,1,1006,M02,1,189.0,0.0
811,1,1001,M01,1,32.9,0.0
811,2,1005,M01,1,24.0,0.0
811,3,1002,M01,3,129.0,0.0
812,1,1019,M04,1,18.5,0.0
812,2,1016,M04,1,189.0,0.0
812,3,1017,M04,2,12.9,0.0
813,1,1034,M07,1,12.9,0.0
814,1,1020,M04,2,24.0,0.0
815,1,1015,M03,1,189.0,0.0
815,2,1013,M03,1,79.0,0.0
816,1,1032,M07,1,59.9,5.99
817,1,1059,M12,1,24.0,0.0
817,2,1058,M12,2,18.5,0.0
817,3,1060,M12,1,129.0,0.0
818,1,1030,M06,1,45.0,0.0
818,2,1027,M06,1,59.9,0.0
819,1,1049,M10,3,32.9,0.0
819,2,1048,M10,1,59.9,0.0
820,1,1052,M11,1,45.0,0.0
821,1,1001,M01,1,32.9,0.0
821,2,1003,M01,1,189.0,0.0
822,1,1033,M07,2,45.0,0.0
823,1,1059,M12,1,24.0,0.0
824,1,1059,M12,1,24.0,0.0
824,2,1056,M12,1,79.0,0.0
824,3,1058,M12,1,18.5,0.0
825,1,1047,M10,1,45.0,0.0
826,1,1059,M12,1,24.0,0.0
827,1,1003,M01,1,189.0,0.0
828,1,1010,M02,3,45.0,0.0
829,1,1033,M07,2,45.0,0.0
829,2,1032,M07,1,59.9,3.0
830,1,1052,M11,1,45.0,0.0
830,2,1053,M11,1,24.0,0.0
831,1,1035,M07,1,59.9,0.0
831,2,1031,M07,3,79.0,0.0
832,1,1010,M02,2,45.0,0.0
833,1,1016,M04,1,189.0,18.9
834,1,1019,M04,1,18.5,1.85
834,2,1018,M04,1,59.9,0.0
835,1,1039,M08,1,12.9,0.0
836,1,1032,M07,1,59.9,0.0
836,2,1034,M07,1,12.9,1.29
837,1,1010,M02,1,45.0,0.0
838,1,1035,M07,2,59.9,0.0
839,1,1013,M03,1,79.0,0.0
840,1,1044,M09,1,189.0,0.0
841,1,1003,M01,1,189.0,9.45
841,2,1001,M01,1,32.9,0.0
842,1,1010,M02,1,45.0,0.0
843,1,1033,M07,1,45.0,2.25
843,2,1034,M07,1,12.9,0.0
844,1,1008,M02,1,45.0,0.0
844,2,1006,M02,1,189.0,0.0
844,3,1010,M02,1,45.0,0.0
845,1,1007,M02,1,32.9,3.29
845,2,1008,M02,1,45.0,0.0
846,1,1009,M02,1,12.9,0.0
847,1,1009,M02,2,12.9,2.58
847,2,1008,M02,1,45.0,4.5
848,1,1028,M06,1,32.9,3.29
849,1,1047,M10,2,45.0,0.0
850,1,1001,M01,1,32.9,0.0
851,1,1017,M04,1,12.9,0.0
852,1,1020,M04,1,24.0,0.0
853,1,1005,M01,1,24.0,0.0
853,2,1001,M01,1,32.9,0.0
853,3,1004,M01,1,45.0,0.0
854,1,1053,M11,1,24.0,0.0
854,2,1052,M11,1,45.0,0.0
855,1,1054,M11,3,129.0,0.0
856,1,1027,M06,1,59.9,0.0
857,1,1015,M03,2,189.0,18.9
858,1,1053,M11,1,24.0,1.2
859,1,1039,M08,1,12.9,0.0
859,2,1038,M08,1,45.0,0.0
860,1,1033,M07,1,45.0,2.25
861,1,1045,M09,1,79.0,0.0
862,1,1060,M12,1,129.0,0.0
863,1,1036,M08,1,79.0,0.0
864,1,1012,M03,3,24.0,0.0
865,1,1015,M03,1,189.0,18.9
866,1,1027,M06,1,59.9,0.0
866,2,1029,M06,1,79.0,0.0
867,1,1041,M09,2,59.9,0.0
868,1,1010,M02,1,45.0,0.0
869,1,1002,M01,1,129.0,0.0
870,1,1003,M01,1,189.0,0.0
871,1,1047,M10,1,45.0,0.0
872,1,1002,M01,2,129.0,0.0
872,2,1001,M01,1,32.9,1.65
873,1,1019,M04,1,18.5,0.0
873,2,1016,M04,1,189.0,9.45
873,3,1017,M04,1,12.9,0.0
874,1,1006,M02,2,189.0,0.0
875,1,1020,M04,2,24.0,0.0
876,1,1048,M10,1,59.9,3.0
876,2,1050,M10,1,18.5,0.0
877,1,1033,M07,1,45.0,2.25
878,1,1039,M08,1,12.9,1.29
879,1,1057,M12,1,24.0,0.0
880,1,1008,M02,1,45.0,4.5
881,1,1012,M03,2,24.0,4.8
881,2,1015,M03,1,189.0,0.0
882,1,1048,M10,3,59.9,17.97
883,1,1019,M04,1,18.5,0.0
883,2,1016,M04,2,189.0,0.0
884,1,1040,M08,1,32.9,0.0
885,1,1016,M04,2,189.0,18.9
885,2,1020,M04,1,24.0,1.2
885,3,1017,M04,1,12.9,0.0
886,1,1060,M12,1,129.0,0.0
886,2,1058,M12,1,18.5,0.0
887,1,1053,M11,1,24.0,1.2
887,2,1052,M11,1,45.0,2.25
888,1,1018,M04,2,59.9,0.0
889,1,1019,M04,1,18.5,0.93
890,1,1036,M08,1,79.0,0.0
890,2,1038,M08,1,45.0,0.0
891,1,1055,M11,1,129.0,0.0
891,2,1053,M11,1,24.0,0.0
892,1,1010,M02,1,45.0,0.0
892,2,1009,M02,1,12.9,1.29
892,3,1007,M02,1,32.9,1.65
893,1,1046,M10,1,45.0,0.0
894,1,1035,M07,1,59.9,0.0
895,1,1030,M06,3,45.0,6.75
896,1,1003,M01,1,189.0,0.0
896,2,1001,M01,3,32.9,0.0
897,1,1033,M07,1,45.0,0.0
898,1,1054,M11,1,129.0,0.0
899,1,1049,M10,2,32.9,3.29
900,1,1044,M09,3,189.0,28.35
901,1,1028,M06,2,32.9,0.0
902,1,1007,M02,3,32.9,4.94
903,1,1001,M01,1,32.9,0.0
903,2,1005,M01,2,24.0,0.0
904,1,1032,M07,2,59.9,0.0
905,1,1004,M01,1,45.0,0.0
905,2,1002,M01,1,129.0,6.45
905,3,1003,M01,2,189.0,37.8
906,1,1007,M02,3,32.9,9.87
907,1,1014,M03,1,18.5,0.0
908,1,1052,M11,3,45.0,13.5
908,2,1051,M11,2,18.5,0.0
909,1,1004,M01,1,45.0,2.25
909,2,1005,M01,1,24.0,0.0
910,1,1036,M08,1,79.0,0.0
911,1,1037,M08,1,18.5,0.0
912,1,1013,M03,1,79.0,0.0
913,1,1051,M11,1,18.5,1.85
914,1,1012,M03,1,24.0,0.0
914,2,1014,M03,2,18.5,0.0
915,1,1036,M08,1,79.0,0.0
916,1,1038,M08,1,45.0,4.5
916,2,1039,M08,1,12.9,0.0
916,3,1040,M08,1,32.9,3.29
917,1,1013,M03,1,79.0,3.95
918,1,1005,M01,1,24.0,1.2
919,1,1003,M01,1,189.0,0.0
920,1,1001,M01,3,32.9,0.0
920,2,1003,M01,1,189.0,0.0
921,1,1017,M04,1,12.9,0.0
922,1,1011,M03,1,24.0,0.0
922,2,1015,M03,1,189.0,9.45
923,1,1021,M05,1,24.0,0.0
924,1,1050,M10,1,18.5,1.85
925,1,1017,M04,2,12.9,1.29
925,2,1020,M04,1,24.0,0.0
926,1,1018,M04,2,59.9,0.0
926,2,1016,M04,1,189.0,0.0
927,1,1026,M06,2,32.9,3.29
928,1,1011,M03,2,24.0,0.0
929,1,1037,M08,1,18.5,0.0
929,2,1038,M08,1,45.0,0.0
930,1,1033,M07,1,45.0,0.0
931,1,1028,M06,2,32.9,0.0
932,1,1023,M05,1,79.0,0.0
933,1,1052,M11,1,45.0,0.0
934,1,1017,M04,1,12.9,0.0
935,1,1009,M02,2,12.9,0.0
936,1,1033,M07,1,45.0,2.25
937,1,1019,M04,2,18.5,3.7
938,1,1002,M01,1,129.0,0.0
938,2,1001,M01,1,32.9,0.0
939,1,1025,M05,2,79.0,0.0
939,2,1023,M05,1,79.0,0.0
940,1,1023,M05,1,79.0,0.0
941,1,1001,M01,1,32.9,0.0
941,2,1004,M01,3,45.0,0.0
942,1,1043,M09,1,59.9,0.0
943,1,1059,M12,1,24.0,0.0
944,1,1002,M01,2,129.0,0.0
945,1,1015,M03,2,189.0,0.0
946,1,1016,M04,1,189.0,9.45
946,2,1020,M04,1,24.0,0.0
946,3,1018,M04,1,59.9,0.0
947,1,1051,M11,1,18.5,0.0
947,2,1055,M11,1,129.0,12.9
948,1,1057,M12,1,24.0,0.0
949,1,1053,M11,1,24.0,0.0
949,2,1052,M11,1,45.0,0.0
950,1,1043,M09,2,59.9,0.0
951,1,1050,M10,2,18.5,0.0
951,2,1048,M10,2,59.9,0.0
951,3,1047,M10,1,45.0,0.0
952,1,1010,M02,2,45.0,9.0
953,1,1001,M01,1,32.9,0.0
953,2,1004,M01,1,45.0,4.5
954,1,1041,M09,1,59.9,0.0
955,1,1052,M11,1,45.0,2.25
956,1,1009,M02,1,12.9,0.0
956,2,1007,M02,1,32.9,1.65
956,3,1010,M02,1,45.0,0.0
957,1,1024,M05,2,45.0,0.0
958,1,1030,M06,1,45.0,0.0
959,1,1001,M01,1,32.9,0.0
959,2,1004,M01,1,45.0,0.0
960,1,1005,M01,1,24.0,0.0
960,2,1003,M01,2,189.0,18.9
961,1,1032,M07,1,59.9,3.0
